platform,komentar,clean,stopword,stemming,sentimen
YouTube,Baruuuuu aja nonton....kupikir aku aja yg opung² disitu....rpnya ada jg opung² laen....paten x bah....sakit perut opung kelen bikin...ada pulak to...tng rejeki....hahaha,baruuuuu aja nontonkupikir aku aja yg opung disiturpnya ada jg opung laenpaten x bahsakit perut opung kelen bikinada pulak totng rejekihahaha,baruuuuu aja nontonkupikir aja yg opung disiturpnya jg opung laenpaten x bahsakit perut opung kelen bikinada pulak totng rejekihahaha,baruuuuu aja nontonkupikir aja yg opung disiturpnya jg opung laenpaten x bahsakit perut opung kelen bikinada pulak totng rejekihahaha,netral
YouTube,"Mau nonton, tapi tempatku gada bioskop 😭😭😭😭😭",mau nonton tapi tempatku gada bioskop ,nonton tempatku gada bioskop,nonton tempat gada bioskop,netral
YouTube,"mau nonton, tapi disini ngga ada bioskop",mau nonton tapi disini ngga ada bioskop,nonton ngga bioskop,nonton ngga bioskop,netral
YouTube,yang salah dari filem ini adalah........  para perempuannya tidak pake Hijab seperti negara timur tengah pada umumnya.,yang salah dari filem ini adalah  para perempuannya tidak pake hijab seperti negara timur tengah pada umumnya,salah filem perempuannya pake hijab negara timur,salah filem perempuan pake hijab negara timur,netral
YouTube,Yaaa ampyuunn dah 1 juta penonton👏👏,yaaa ampyuunn dah  juta penonton,yaaa ampyuunn dah juta penonton,yaaa ampyuunn dah juta tonton,netral
YouTube,Penasaran 😂,penasaran ,penasaran,penasaran,netral
YouTube,Scene Aci Resti & Ardit dari awal masuk rumah hantu smpai keluar...ger ger ger rapet semua 😂😂😂,scene aci resti  ardit dari awal masuk rumah hantu smpai keluarger ger ger rapet semua ,scene aci resti ardit masuk rumah hantu smpai keluarger ger ger rapet,scene aci resti ardit masuk rumah hantu smpai keluarger ger ger rapet,netral
YouTube,Lucu kok lucu,lucu kok lucu,lucu lucu,lucu lucu,positif
YouTube,lucu banget,lucu banget,lucu banget,lucu banget,positif
YouTube,Mudah²an bakal jadi group besar seperti legenda warkop DKI. Dan terus mengocok perut² org².,mudahan bakal jadi group besar seperti legenda warkop dki dan terus mengocok perut org,mudahan group legenda warkop dki mengocok perut org,mudah group legenda warkop dki kocok perut org,netral
YouTube,Satttt... Liat trailernya aja muka dah kencang 😂,satttt liat trailernya aja muka dah kencang ,satttt liat trailernya aja muka dah kencang,satttt liat trailer aja muka dah kencang,netral
YouTube,"Lucu banget film ini, yg ga nonton sih rugi banget. 9 dari 10. Top",lucu banget film ini yg ga nonton sih rugi banget  dari  top,lucu banget film yg ga nonton sih rugi banget top,lucu banget film yg ga nonton sih rugi banget top,positif
YouTube,"Ratingnya 9,9 di tix gilaakkk 😂😂",ratingnya  di tix gilaakkk ,ratingnya tix gilaakkk,ratingnya tix gilaakkk,netral
YouTube,boong,boong,boong,boong,netral
YouTube,"Sumpaahh ini film seruu bgt,kocak,sedih,tegang campur aduk semuaa..kerenn abizzz😂😂❤❤❤",sumpaahh ini film seruu bgtkocaksedihtegang campur aduk semuaakerenn abizzz,sumpaahh film seruu bgtkocaksedihtegang campur aduk semuaakerenn abizzz,sumpaahh film seruu bgtkocaksedihtegang campur aduk semuaakerenn abizzz,positif
YouTube,"sedeppp banget lah pokoknya film ini.. agak laeen betulann !!! 
Terimakasih ya !!","sedeppp banget lah pokoknya film ini agak laeen betulann  
terimakasih ya ",sedeppp banget pokoknya film laeen betulann terimakasih ya,sedeppp banget pokok film laeen betulann terimakasih ya,netral
YouTube,"entah udah berapa taun gak lihat film se ngakak ini, terimakasih buat keseruannya 😂😂",entah udah berapa taun gak lihat film se ngakak ini terimakasih buat keseruannya ,udah taun gak lihat film ngakak terimakasih keseruannya,udah taun gak lihat film ngakak terimakasih seru,positif
YouTube,"Asli ini film lucu banget, ketawa gak berhenti henti, the best film Commedy Indonesia yang terlucu 😂😂,yang belom nonton buruan nonton, asli keren dan super kocak 😅",asli ini film lucu banget ketawa gak berhenti henti the best film commedy indonesia yang terlucu yang belom nonton buruan nonton asli keren dan super kocak ,asli film lucu banget ketawa gak berhenti henti the best film commedy indonesia terlucu belom nonton buruan nonton asli keren super kocak,asli film lucu banget ketawa gak henti henti the best film commedy indonesia lucu bom nonton buru nonton asli keren super kocak,positif
YouTube,"Setelah nonton, bener2 keren nih film 🎉",setelah nonton bener keren nih film ,nonton bener keren nih film,nonton bener keren nih film,positif
YouTube,Gus nopek,gus nopek,gus nopek,gus nopek,netral
YouTube,"Sudah lihat, hasilnya minta ampun perut sampai sakit karena ketawa dan rahang sampai capek wkwk",sudah lihat hasilnya minta ampun perut sampai sakit karena ketawa dan rahang sampai capek wkwk,lihat hasilnya ampun perut sakit ketawa rahang capek wkwk,lihat hasil ampun perut sakit ketawa rahang capek wkwk,netral
YouTube,Ga ketawa sama sekali,ga ketawa sama sekali,ga ketawa,ga ketawa,netral
YouTube,"Kyknya klo kualitas film kita gini terus, bisa sih ngalahin film komedi thailand ini mah",kyknya klo kualitas film kita gini terus bisa sih ngalahin film komedi thailand ini mah,kyknya klo kualitas film gini sih ngalahin film komedi thailand mah,kyknya klo kualitas film gin sih ngalahin film komedi thailand mah,netral
YouTube,psti tembussss,psti tembussss,psti tembussss,psti tembussss,netral
YouTube,"Udah nonton.. kocakk bgt, dapet semua nya, lucu ada serem2nya ada melow nya ada.. top dah 👍👍",udah nonton kocakk bgt dapet semua nya lucu ada seremnya ada melow nya ada top dah ,udah nonton kocakk bgt dapet nya lucu seremnya melow nya top dah,udah nonton kocakk bgt dapet nya lucu rem melow nya top dah,positif
YouTube,Gak sabar Agak Laen 2,gak sabar agak laen ,gak sabar laen,gak sabar laen,netral
YouTube,kelas kali kutengok ini film🔥🔥🔥🔥,kelas kali kutengok ini film,kelas kali kutengok film,kelas kali tengok film,netral
YouTube,Gw dah nonton 2 jam dbkin ngakak... 😂😂😂  gw ksih bintang 10 ini mah,gw dah nonton  jam dbkin ngakak   gw ksih bintang  ini mah,gw dah nonton jam dbkin ngakak gw ksih bintang mah,gw dah nonton jam dbkin ngakak gw ksih bintang mah,netral
YouTube,"Andai aja ga ada si botak, perfect ni film",andai aja ga ada si botak perfect ni film,andai aja ga si botak perfect ni film,andai aja ga si botak perfect ni film,netral
YouTube,MashaAllah.... Kerenz betttt.. Ngakak sampe akhir👏👏,mashaallah kerenz betttt ngakak sampe akhir,mashaallah kerenz betttt ngakak sampe,mashaallah kerenz betttt ngakak sampe,positif
YouTube,Semalem baru nonton gila sakit perut ketawa mulu bener2 kocak abis,semalem baru nonton gila sakit perut ketawa mulu bener kocak abis,semalem nonton gila sakit perut ketawa mulu bener kocak abis,semalem nonton gila sakit perut ketawa mulu bener kocak abis,netral
YouTube,Vibes warkop,vibes warkop,vibes warkop,vibes warkop,netral
YouTube,Fix udah nonton td kocak bgt parah keren bgt ni komika 😂,fix udah nonton td kocak bgt parah keren bgt ni komika ,fix udah nonton td kocak bgt parah keren bgt ni komika,fix udah nonton td kocak bgt parah keren bgt ni komika,positif
YouTube,setane batak cok😭,setane batak cok,setane batak cok,setane batak cok,netral
YouTube,"Kalo kau udah nonton, justru Akting bang Oki yg bikin film ini makin perfect",kalo kau udah nonton justru akting bang oki yg bikin film ini makin perfect,kalo kau udah nonton akting bang oki yg bikin film perfect,kalo kau udah nonton akting bang oki yg bikin film perfect,netral
YouTube,"emg kocak ni komen, oki yang powerfull disini",emg kocak ni komen oki yang powerfull disini,emg kocak ni komen oki powerfull,emg kocak ni komen oki powerfull,netral
YouTube,Ngeri2 lucu.. agak laen😂😅,ngeri lucu agak laen,ngeri lucu laen,ngeri lucu laen,positif
YouTube,"Udah nonton, lucu abis. Wajib nonton",udah nonton lucu abis wajib nonton,udah nonton lucu abis wajib nonton,udah nonton lucu abis wajib nonton,positif
YouTube,Baguuuuuuuss bangettttt film nya.. assssliiiii,baguuuuuuuss bangettttt film nya assssliiiii,baguuuuuuuss bangettttt film nya assssliiiii,baguuuuuuuss bangettttt film nya assssliiiii,netral
YouTube,"Mantap, ""Agak Lain"" memang filmnya di Jayapura Papua😂😂😂😂",mantap agak lain memang filmnya di jayapura papua,mantap filmnya jayapura papua,mantap film jayapura papua,positif
YouTube,kok belum full pnjang di yutub padahl ud lewat tgl tayangnya,kok belum full pnjang di yutub padahl ud lewat tgl tayangnya,full pnjang yutub padahl ud tgl tayangnya,full pnjang yutub padahl ud tgl tayang,netral
YouTube,"Baru pulang nonton Agak Laen...seru,kocak,sepanjang nonton ketawa trus...keren Batak👍👍Horas",baru pulang nonton agak laenserukocaksepanjang nonton ketawa truskeren batakhoras,pulang nonton laenserukocaksepanjang nonton ketawa truskeren batakhoras,pulang nonton laenserukocaksepanjang nonton ketawa truskeren batakhoras,positif
YouTube,Nice movie,nice movie,nice movie,nice movie,netral
YouTube,"Biasanya film2 di bioskop itu tayangnya sampe brp minggu atau brp bulan  ya,,contohnya film ini",biasanya film di bioskop itu tayangnya sampe brp minggu atau brp bulan  yacontohnya film ini,film bioskop tayangnya sampe brp minggu brp yacontohnya film,film bioskop tayang sampe brp minggu brp yacontohnya film,netral
YouTube,"Boris: Paaaak... sibuk gak...!!!
Jegel: Sopan kali kau manggil hantu...!!!
Aku: wkwkwkwk","boris paaaak sibuk gak
jegel sopan kali kau manggil hantu
aku wkwkwkwk",boris paaaak sibuk gak jegel sopan kali kau manggil hantu wkwkwkwk,bor paaaak sibuk gak jegel sopan kali kau manggil hantu wkwkwkwk,netral
YouTube,Notice pada post credit scene : itu cewe cantik diguna2 sama cowo nya,notice pada post credit scene  itu cewe cantik diguna sama cowo nya,notice post credit scene cewe cantik diguna cowo nya,notice post credit scene cewe cantik guna cowo nya,netral
YouTube,Setanne batak😂,setanne batak,setanne batak,setanne batak,netral
YouTube,Bjir ada nopek.. auto nonton,bjir ada nopek auto nonton,bjir nopek auto nonton,bjir nopek auto nonton,netral
YouTube,smg gk garing... 🤔,smg gk garing ,smg gk garing,smg gk garing,negatif
YouTube,weekend at bernie's selalu ke sana otak ini larinya referensi,weekend at bernies selalu ke sana otak ini larinya referensi,weekend at bernies otak larinya referensi,weekend at bernies otak lari referensi,netral
YouTube,Warga indonesia harus nonton dijamin ketawa sampe bengekkkk😂😂😂,warga indonesia harus nonton dijamin ketawa sampe bengekkkk,warga indonesia nonton dijamin ketawa sampe bengekkkk,warga indonesia nonton jamin ketawa sampe bengekkkk,netral
YouTube,Aku dah nonton.....capek ketawa terus,aku dah nontoncapek ketawa terus,dah nontoncapek ketawa,dah nontoncapek ketawa,netral
YouTube,"Oky semakin kesini makin lucu,🤣🤣🤣semangat semuanya",oky semakin kesini makin lucusemangat semuanya,oky kesini lucusemangat,oky kesini lucusemangat,positif
YouTube,Kurang Lolox doang niih gengan nya..😂😂 tp Keren sii..bakalan Lucu bgt,kurang lolox doang niih gengan nya tp keren siibakalan lucu bgt,lolox doang niih gengan nya tp keren siibakalan lucu bgt,lolox doang niih geng nya tp keren siibakalan lucu bgt,positif
YouTube,Mao NONTONNN 😭,mao nontonnn ,mao nontonnn,mao nontonnn,netral
YouTube,Ud nonton hampir 2 jam puas kali pas nnton harga 20k 😅,ud nonton hampir  jam puas kali pas nnton harga k ,ud nonton jam puas kali pas nnton harga k,ud nonton jam puas kali pas nnton harga k,netral
YouTube,Tolong di jwab ya,tolong di jwab ya,tolong jwab ya,tolong jwab ya,netral
YouTube,Tergantung bioskopnya jika dirasa sudah menurun dia akan ganti dengan film lain dan sebaliknya,tergantung bioskopnya jika dirasa sudah menurun dia akan ganti dengan film lain dan sebaliknya,tergantung bioskopnya dirasa menurun ganti film,gantung bioskop rasa turun ganti film,netral
YouTube,"Kacauu filmnya seru abis, rating pribadi 9/10. Kelar nonton bioskop standing applause",kacauu filmnya seru abis rating pribadi  kelar nonton bioskop standing applause,kacauu filmnya seru abis rating pribadi kelar nonton bioskop standing applause,kacauu film seru abis rating pribadi kelar nonton bioskop standing applause,positif
YouTube,Ceritanya unik nih. Semoga sukses! Ada versi digital / streamingnya ga ya?,ceritanya unik nih semoga sukses ada versi digital  streamingnya ga ya,ceritanya unik nih semoga sukses versi digital streamingnya ga ya,cerita unik nih moga sukses versi digital streamingnya ga ya,netral
YouTube,Udah nonton dan lucuuu banget! Ga nyesel dah nontonnya 👍,udah nonton dan lucuuu banget ga nyesel dah nontonnya ,udah nonton lucuuu banget ga nyesel dah nontonnya,udah nonton lucuuu banget ga nyesel dah nontonnya,positif
YouTube,Seruuuuu🎉🎉🎉👍🏻👍🏻👍🏻👍🏻,seruuuuu,seruuuuu,seruuuuu,positif
YouTube,Lucu banget 😂😂😂,lucu banget ,lucu banget,lucu banget,positif
YouTube,Udh nonton... wah dari awal sampe akhir full ketawa ngakak 1 studio bioskop. Ditutup dgn tepuk tangan meriah...😊,udh nonton wah dari awal sampe akhir full ketawa ngakak  studio bioskop ditutup dgn tepuk tangan meriah,udh nonton sampe full ketawa ngakak studio bioskop ditutup dgn tepuk tangan meriah,udh nonton sampe full ketawa ngakak studio bioskop tutup dgn tepuk tangan riah,netral
YouTube,Tayang nya Sampek kapan BG?,tayang nya sampek kapan bg,tayang nya sampek bg,tayang nya sampek bg,netral
YouTube,Sehari hampir 200 rb pennonton,sehari hampir  rb pennonton,sehari rb pennonton,hari rb pennonton,netral
YouTube,Keren sumpah,keren sumpah,keren sumpah,keren sumpah,positif
YouTube,"Barusan banget nonton (2 februari 2024)

Asli pecah banget, bagus banget gaes ketawa mulu guaaa🤣9/10 dahhh, worth it buat ditonton. Gassken ke bioskop2 terdekat di daerah kalian😂","barusan banget nonton  februari 

asli pecah banget bagus banget gaes ketawa mulu guaaa dahhh worth it buat ditonton gassken ke bioskop terdekat di daerah kalian",barusan banget nonton februari asli pecah banget bagus banget gaes ketawa mulu guaaa dahhh worth it ditonton gassken bioskop terdekat daerah,barusan banget nonton februari asli pecah banget bagus banget gaes ketawa mulu guaaa dahhh worth it tonton gassken bioskop dekat daerah,positif
YouTube,Gw mau nonton lagi hari Senin.. ngakak nya hari ini terganggu ama bocil 😅,gw mau nonton lagi hari senin ngakak nya hari ini terganggu ama bocil ,gw nonton senin ngakak nya terganggu ama bocil,gw nonton senin ngakak nya ganggu ama bocil,netral
YouTube,GOKILLL ABISS ANGIN DUDUK,gokilll abiss angin duduk,gokilll abiss angin duduk,gokilll abiss angin duduk,netral
YouTube,"Trailernya udah kocak, anjjj😂",trailernya udah kocak anjjj,trailernya udah kocak anjjj,trailer udah kocak anjjj,netral
YouTube,KEREEEEEEENNNNNN,kereeeeeeennnnnn,kereeeeeeennnnnn,kereeeeeeennnnnn,netral
YouTube,"ini film beneran ditulis....nggak di bayangin doang. mantap memang.
kalau kata cinecrib","ini film beneran ditulisnggak di bayangin doang mantap memang
kalau kata cinecrib",film beneran ditulisnggak bayangin doang mantap cinecrib,film beneran ditulisnggak bayangin doang mantap cinecrib,positif
YouTube,Gak kuat nahan ketawa selama nonton film walaupun ada adegan nangisnya tetap aja gak bisa ngalahin rasa ketawanya. Keren pokokya,gak kuat nahan ketawa selama nonton film walaupun ada adegan nangisnya tetap aja gak bisa ngalahin rasa ketawanya keren pokokya,gak kuat nahan ketawa nonton film adegan nangisnya aja gak ngalahin ketawanya keren pokokya,gak kuat nahan ketawa nonton film adegan nang aja gak ngalahin ketawa keren pokokya,positif
YouTube,kalo ga nyampe 1 juta penonton parah sii,kalo ga nyampe  juta penonton parah sii,kalo ga nyampe juta penonton parah sii,kalo ga nyampe juta tonton parah sii,netral
YouTube,Lucunya susah di ungkapkan dengan kata2😅😂😅😂😅😂😅😂awas keselek ketawa kalian sendiri,lucunya susah di ungkapkan dengan kataawas keselek ketawa kalian sendiri,lucunya susah ungkapkan kataawas keselek ketawa,lucu susah ungkap kataawas keselek ketawa,positif
YouTube,"Aku mau nontonnnnnn , selaltu Norton podcastnya apalagi ternyata ada anti marito nya",aku mau nontonnnnnn  selaltu norton podcastnya apalagi ternyata ada anti marito nya,nontonnnnnn selaltu norton podcastnya anti marito nya,nontonnnnnn selaltu norton podcastnya anti marito nya,netral
YouTube,"Gini aja dah lucu
Apa lagi Klw ada babe cabita kayak nya lebih pecah lagi ni..","gini aja dah lucu
apa lagi klw ada babe cabita kayak nya lebih pecah lagi ni",gini aja dah lucu klw babe cabita kayak nya pecah ni,gin aja dah lucu klw babe cabita kayak nya pecah ni,positif
YouTube,"betul, sama",betul sama,,,netral
YouTube,Sore ini mau nonton 2x 🤣,sore ini mau nonton x ,sore nonton x,sore nonton x,netral
YouTube,Lu pas di bioskop lagi rame gk bang,lu pas di bioskop lagi rame gk bang,lu pas bioskop rame gk bang,lu pas bioskop rame gk bang,netral
YouTube, @JackSparrow-pf4ho yaa kisaran 10-15 orang lah bang kmaren, jacksparrowpfho yaa kisaran  orang lah bang kmaren,jacksparrowpfho yaa kisaran orang bang kmaren,jacksparrowpfho yaa kisar orang bang kmaren,netral
YouTube,Macam best jeaa movie neh.. lawak seram,macam best jeaa movie neh lawak seram,best jeaa movie neh lawak seram,best jeaa movie neh lawak seram,netral
